sha256,split,stored_path,orig_name,size_bytes,mime,label
83b81dc3f74bb9ab2ab893b95175648ed8dd0dba353f25c2d54ebafbe1837ca4,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\83b81dc3f74bb9ab2ab893b95175648ed8dd0dba353f25c2d54ebafbe1837ca4\bfdopzvxbi.mp4,bfdopzvxbi.mp4,4511868,video/mp4,
ddaa5cabca932dd9580ffba2460dcc267bb7606072bc7c1814987ab977205fff,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\ddaa5cabca932dd9580ffba2460dcc267bb7606072bc7c1814987ab977205fff\bfjsthfhbd.mp4,bfjsthfhbd.mp4,14041852,video/mp4,
23f8686eec45c34469409ca0da95bde76d4af4018c76578e0717c8af01f28dbe,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\23f8686eec45c34469409ca0da95bde76d4af4018c76578e0717c8af01f28dbe\bjyaxvggle.mp4,bjyaxvggle.mp4,8018808,video/mp4,
4cdf968ac23a2f249e48e8a18ad2a3c0fbd245b1b27456f0f18ccdbab58399ed,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\4cdf968ac23a2f249e48e8a18ad2a3c0fbd245b1b27456f0f18ccdbab58399ed\bkcyglmfci.mp4,bkcyglmfci.mp4,4473188,video/mp4,
ca409bab251846c77782ca0c008c1a1607eed560f75d8c5909f05ff52db23fd8,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\ca409bab251846c77782ca0c008c1a1607eed560f75d8c5909f05ff52db23fd8\bktkwbcawi.mp4,bktkwbcawi.mp4,9079033,video/mp4,
84bf9896580a613141bc2aef8c8deef9dbd6ba51ec86b21304039e439fadd2fa,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\84bf9896580a613141bc2aef8c8deef9dbd6ba51ec86b21304039e439fadd2fa\bkuzquigyt.mp4,bkuzquigyt.mp4,4306665,video/mp4,
5012d885c5e4ab364c2d07eed18801577a7fccc96b530d2f0d7b33083d05f2a0,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\5012d885c5e4ab364c2d07eed18801577a7fccc96b530d2f0d7b33083d05f2a0\blnmxntbey.mp4,blnmxntbey.mp4,3730873,video/mp4,
c06812bb4d80039f47a9224a099e94805e59e95a7f7fa8752f8145e310352d33,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\c06812bb4d80039f47a9224a099e94805e59e95a7f7fa8752f8145e310352d33\blszgmxkvu.mp4,blszgmxkvu.mp4,5822254,video/mp4,
834674e78a8c0f900a148de6c74510ba9933a9d5531b51185c060764833fbadc,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\834674e78a8c0f900a148de6c74510ba9933a9d5531b51185c060764833fbadc\bnuwxhfahw.mp4,bnuwxhfahw.mp4,5911701,video/mp4,
25363c89cecfb8eec016acf2d36b7c22357083a84dd0fb29e6dd7371aa9dcf4d,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\25363c89cecfb8eec016acf2d36b7c22357083a84dd0fb29e6dd7371aa9dcf4d\bofrwgeyjo.mp4,bofrwgeyjo.mp4,11674210,video/mp4,
fd576ec9b948e6bad7110ee6ec232cfb114aeb3587139fc23654e9d36668876b,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\fd576ec9b948e6bad7110ee6ec232cfb114aeb3587139fc23654e9d36668876b\btdxnajogv.mp4,btdxnajogv.mp4,3479070,video/mp4,
13a55961bbea867a7d4a35e4fe09ec3ddecf5d42e701f8eaf24c837474f08bc3,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\13a55961bbea867a7d4a35e4fe09ec3ddecf5d42e701f8eaf24c837474f08bc3\bvpeerislp.mp4,bvpeerislp.mp4,3884873,video/mp4,
1c9c7ec6f69614198fcb8268f2e245080ec6fb3fa3386e4a4536f3b1a3be75f6,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\1c9c7ec6f69614198fcb8268f2e245080ec6fb3fa3386e4a4536f3b1a3be75f6\bwdmzwhdnw.mp4,bwdmzwhdnw.mp4,3382461,video/mp4,
fd448315c21fc217f211f2e84802891ec9ffdfd7c2e68e7ef0792b4b6a4ec269,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\fd448315c21fc217f211f2e84802891ec9ffdfd7c2e68e7ef0792b4b6a4ec269\bzvzpwrabw.mp4,bzvzpwrabw.mp4,12867594,video/mp4,
d2577fe3393436a8aacb1b8175bc372091afc8b59e1262827cc58173ca685fc4,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\d2577fe3393436a8aacb1b8175bc372091afc8b59e1262827cc58173ca685fc4\cekarydqba.mp4,cekarydqba.mp4,3149661,video/mp4,
b1406fe22ab4d44b7185e15cc4df222f62e8ca907b7bdcbf0dde6139c1c69c8c,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\b1406fe22ab4d44b7185e15cc4df222f62e8ca907b7bdcbf0dde6139c1c69c8c\cekwtyxdoo.mp4,cekwtyxdoo.mp4,5050141,video/mp4,
084e7d10014cee5e1cac823e5f8df9c841509deef159a9457251ba4c235597ae,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\084e7d10014cee5e1cac823e5f8df9c841509deef159a9457251ba4c235597ae\cjkctqqakb.mp4,cjkctqqakb.mp4,5022018,video/mp4,
a08f3f0a60592db813d4d45411d6cf95324a6742a95e35e2c490ca2101d95c5b,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\a08f3f0a60592db813d4d45411d6cf95324a6742a95e35e2c490ca2101d95c5b\cnpanmywno.mp4,cnpanmywno.mp4,6298539,video/mp4,
92a6cad58010600e83fbb4390cf08ddb15e3a73592bee443200d445cfb57d015,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\92a6cad58010600e83fbb4390cf08ddb15e3a73592bee443200d445cfb57d015\cnxccbjlct.mp4,cnxccbjlct.mp4,12705586,video/mp4,
3c8c9db7a6bcf4ad3c157729247a20709b317b9f07ee6786ff0e19627d57cabd,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\3c8c9db7a6bcf4ad3c157729247a20709b317b9f07ee6786ff0e19627d57cabd\coqwgzpbhx.mp4,coqwgzpbhx.mp4,6660514,video/mp4,
4910840ad5acd0a55db94e45ff251b147f33ef3b962dbe1b97f455750d8e8d73,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\4910840ad5acd0a55db94e45ff251b147f33ef3b962dbe1b97f455750d8e8d73\cosghhimnd.mp4,cosghhimnd.mp4,4450190,video/mp4,
686fb18d3851c46dd9ffaa4ba18059555a87b9a1770adf7df0013b2b3cad584a,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\686fb18d3851c46dd9ffaa4ba18059555a87b9a1770adf7df0013b2b3cad584a\coujjnypba.mp4,coujjnypba.mp4,12523094,video/mp4,
e62374448df1e8ce1c3ce698ac9d4387b4cd79faaa543529319a9c51cfd86218,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\e62374448df1e8ce1c3ce698ac9d4387b4cd79faaa543529319a9c51cfd86218\cqhwesrciw.mp4,cqhwesrciw.mp4,7143967,video/mp4,
b749a9ae5f25a0a107bc1b3f34aded14e378361fce46c121e0e8c9b7332adedc,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\b749a9ae5f25a0a107bc1b3f34aded14e378361fce46c121e0e8c9b7332adedc\cqxxumarvp.mp4,cqxxumarvp.mp4,3338758,video/mp4,
09d60181aa685789ccbbfb4219281270d4522ad17c672163c0e141e1a2f7d4a2,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\09d60181aa685789ccbbfb4219281270d4522ad17c672163c0e141e1a2f7d4a2\csnkohqxdv.mp4,csnkohqxdv.mp4,3562920,video/mp4,
0ac9c6d24ae49677f044c6a6e4fd59a3653b1732fc140ae27aba12b087488787,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\0ac9c6d24ae49677f044c6a6e4fd59a3653b1732fc140ae27aba12b087488787\cxsvvnxpyz.mp4,cxsvvnxpyz.mp4,6865359,video/mp4,
2e9850d73b5e5de56240c5702e4bfc3313787b213021891dbf5a54f2ae57bd02,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\2e9850d73b5e5de56240c5702e4bfc3313787b213021891dbf5a54f2ae57bd02\czfqlbcfpa.mp4,czfqlbcfpa.mp4,3567412,video/mp4,
3895b20cd023d5560c3e13500bad5d499bb4b5cc5338453cdeda86d9047d54c6,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\3895b20cd023d5560c3e13500bad5d499bb4b5cc5338453cdeda86d9047d54c6\dcqodpzomd.mp4,dcqodpzomd.mp4,4129706,video/mp4,
ae380f9973d1e594306dfa2fa1ade4df2adc4ad35f561d12b0d70d78681992df,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\ae380f9973d1e594306dfa2fa1ade4df2adc4ad35f561d12b0d70d78681992df\ddtbarpcgo.mp4,ddtbarpcgo.mp4,12391939,video/mp4,
40f660a40c1fe378cb19f5fbfe1783650dd724bb2888c59b66f9940b0941e7b1,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\40f660a40c1fe378cb19f5fbfe1783650dd724bb2888c59b66f9940b0941e7b1\demuhxssgl.mp4,demuhxssgl.mp4,16214411,video/mp4,
3a75217a980c466359878fba46437cc733c9a25c102ff2f4d89b62ecc62fa3cd,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\3a75217a980c466359878fba46437cc733c9a25c102ff2f4d89b62ecc62fa3cd\didzujjhtg.mp4,didzujjhtg.mp4,7540112,video/mp4,
9e4c9b41dad3dab51ed834cf8a4732df667ebc56d176a49b120a84f27d04e448,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\9e4c9b41dad3dab51ed834cf8a4732df667ebc56d176a49b120a84f27d04e448\dkuqbduxev.mp4,dkuqbduxev.mp4,6337569,video/mp4,
09d593ebd157f181280f177c7c97ddcd7a99b06adb44ec31decc4ffceac7dd62,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\09d593ebd157f181280f177c7c97ddcd7a99b06adb44ec31decc4ffceac7dd62\dmmvuaikkv.mp4,dmmvuaikkv.mp4,3498650,video/mp4,
a670beb562c91ffca82e713d81985a0926c7cab2606686d2d5b1c5bee1df163a,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\a670beb562c91ffca82e713d81985a0926c7cab2606686d2d5b1c5bee1df163a\dnmowthjcj.mp4,dnmowthjcj.mp4,4000141,video/mp4,
b10239b1abbdaa4262712d42b5fae725c520fc5810560ccc8b73c952f9b75c11,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\b10239b1abbdaa4262712d42b5fae725c520fc5810560ccc8b73c952f9b75c11\doniqevxeg.mp4,doniqevxeg.mp4,4337997,video/mp4,
7cbb20e3401aa14652d4028df6171af8132a3815296a0680a09a7658ddbbfab2,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\7cbb20e3401aa14652d4028df6171af8132a3815296a0680a09a7658ddbbfab2\dozjwhnedd.mp4,dozjwhnedd.mp4,3512035,video/mp4,
3c60fc447369345bb7504ffcf4f4dfdf79f78c7085b9d3f0651cc6c05268e142,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\3c60fc447369345bb7504ffcf4f4dfdf79f78c7085b9d3f0651cc6c05268e142\dpevefkefv.mp4,dpevefkefv.mp4,4131391,video/mp4,
cf960d72614b3501fe2d3eaa3c214e4beaf7a4c5e5ff0f0b257f0e9876e2acdb,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\cf960d72614b3501fe2d3eaa3c214e4beaf7a4c5e5ff0f0b257f0e9876e2acdb\dpmgoiwhuf.mp4,dpmgoiwhuf.mp4,3080390,video/mp4,
0a8375b478a9b0a4ca2b2daf7b8faef5cff28f9216f68c5f9db990a91d32699f,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\0a8375b478a9b0a4ca2b2daf7b8faef5cff28f9216f68c5f9db990a91d32699f\dsnxgrfdmd.mp4,dsnxgrfdmd.mp4,3404398,video/mp4,
0acfed5d032525cdf859b6bd38642a10665c94a3892a5dfb4e93599c5dd142e8,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\0acfed5d032525cdf859b6bd38642a10665c94a3892a5dfb4e93599c5dd142e8\dtozwcapoa.mp4,dtozwcapoa.mp4,4297730,video/mp4,
d3ba47061682d2dc2e2e64df8f7672f3c95aaa5477e02dcf503f2be18aa029e0,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\d3ba47061682d2dc2e2e64df8f7672f3c95aaa5477e02dcf503f2be18aa029e0\dvkdfhrpph.mp4,dvkdfhrpph.mp4,3231160,video/mp4,
e0ce8703c92adc6cdf22538cd2417f1be8a150b79c6e263d1537671a16f6d95b,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\e0ce8703c92adc6cdf22538cd2417f1be8a150b79c6e263d1537671a16f6d95b\dvtpwatuja.mp4,dvtpwatuja.mp4,6965515,video/mp4,
fe67f63b8f4f4d1fc00fe2d72c68bea631656388b835aee266d578676c767673,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\fe67f63b8f4f4d1fc00fe2d72c68bea631656388b835aee266d578676c767673\dvwpvqdflx.mp4,dvwpvqdflx.mp4,4986062,video/mp4,
65670d72ae1ba29a315af2bd16166b458f144ff10ef65d0179f7abe0e925d4ec,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\65670d72ae1ba29a315af2bd16166b458f144ff10ef65d0179f7abe0e925d4ec\dxfdovivlw.mp4,dxfdovivlw.mp4,12570469,video/mp4,
2a714028960b9940a344896c9f82fd8df545b61178fc72b52029532af6ad9a41,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\2a714028960b9940a344896c9f82fd8df545b61178fc72b52029532af6ad9a41\dxgnpnowgk.mp4,dxgnpnowgk.mp4,3995832,video/mp4,
db58f17f4792636eebb73e048fb84e7a63d86c0d8a64e68a796e771041349551,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\db58f17f4792636eebb73e048fb84e7a63d86c0d8a64e68a796e771041349551\dyjklprkoc.mp4,dyjklprkoc.mp4,16048155,video/mp4,
68b0cc6d9eab938f8f551630cc15208129a37c20db189090eea77b5edfde825c,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\68b0cc6d9eab938f8f551630cc15208129a37c20db189090eea77b5edfde825c\dzkyxbbqkr.mp4,dzkyxbbqkr.mp4,9086041,video/mp4,
4a53a91dfd8eb4b37d35656fbeb20106bad7234fad5e2eae5f5c3a7651d85fa0,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\4a53a91dfd8eb4b37d35656fbeb20106bad7234fad5e2eae5f5c3a7651d85fa0\dzojiwfvba.mp4,dzojiwfvba.mp4,3777830,video/mp4,
839d39dd414f6149a2253ee7fe36a51dc6598e6b6ca90744a10bdc89f9ee9ad8,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\839d39dd414f6149a2253ee7fe36a51dc6598e6b6ca90744a10bdc89f9ee9ad8\ecumyiowzs.mp4,ecumyiowzs.mp4,7016939,video/mp4,
76061ee5ba085fa8a993dc570141c799921fa1d650bad52deef00c0e7c0cae73,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\76061ee5ba085fa8a993dc570141c799921fa1d650bad52deef00c0e7c0cae73\eisofhptvk.mp4,eisofhptvk.mp4,15900915,video/mp4,
8530d43d4c66c1fa92b0ef3a6a7e476b44d0f1bec95264005ccb14535c3569ae,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\8530d43d4c66c1fa92b0ef3a6a7e476b44d0f1bec95264005ccb14535c3569ae\ekboxwrwuv.mp4,ekboxwrwuv.mp4,3684538,video/mp4,
ba2be578f9786d5f1bcdaf2bec9f74fe7e55135a3e9a4a0cca9cf184396142fa,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\ba2be578f9786d5f1bcdaf2bec9f74fe7e55135a3e9a4a0cca9cf184396142fa\ekelfsnqof.mp4,ekelfsnqof.mp4,5229313,video/mp4,
dba32e4e93024b27f04136949835c16674bfbe16761218507e88c0eb1dea35ea,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\dba32e4e93024b27f04136949835c16674bfbe16761218507e88c0eb1dea35ea\ekvwecwltj.mp4,ekvwecwltj.mp4,3390978,video/mp4,
dacb0d367cece8437a89f883653c10aa17587e2c90b2d67dd3c1ffd1d8ed4cac,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\dacb0d367cece8437a89f883653c10aa17587e2c90b2d67dd3c1ffd1d8ed4cac\elackxuccp.mp4,elackxuccp.mp4,3035294,video/mp4,
14b17714bfacb60a1336a9bdd90b03d649c53085e391bb98615f5d098a98653c,test,C:\Users\jinoh\Downloads\personal projects\Blackline-AI-Forensic-Tool-for-Detecting-Deepfake-and-Synthetic-Media\data\raw\14b17714bfacb60a1336a9bdd90b03d649c53085e391bb98615f5d098a98653c\eppyqpgewp.mp4,eppyqpgewp.mp4,8568209,video/mp4,
