asset_id,sha256,split,stored_path,store_root,orig_name,size_bytes,mime,label,label_num,width,height,fps,codec,duration_s,nb_streams,format_valid,decode_valid,val_width,val_height,val_duration_s
74ae2ed0-2195-4a77-b9bb-9be183843260,c1d5eb63db59e8cf3bbe1b4b8cc9e31c3c4087f29288e9a3ab4a4e9d0c60080d,test,c1d5eb63db59e8cf3bbe1b4b8cc9e31c3c4087f29288e9a3ab4a4e9d0c60080d\apvzjkvnwn.mp4,backend\data\raw,apvzjkvnwn.mp4,4480223,video/mp4,,,1920,1080,29.9685,h264,10.010511,2,True,True,1920,1080,10.010511
afa0f89a-ef9a-4e0a-a9b3-c41656d86efc,9215870aff997b12f73e9866d61fa4e7f6597f0817ed1021b4e069993d976012,test,9215870aff997b12f73e9866d61fa4e7f6597f0817ed1021b4e069993d976012\aqrsylrzgi.mp4,backend\data\raw,aqrsylrzgi.mp4,6519491,video/mp4,,,1920,1080,29.8799,h264,10.006727,2,True,True,1920,1080,10.006727
8dae9a31-b56a-4a23-a806-b3f0ee34a04a,80f92c79d45c846c3dd8882c04c711000f6561f541cb450056282b485d1a8356,test,80f92c79d45c846c3dd8882c04c711000f6561f541cb450056282b485d1a8356\axfhbpkdlc.mp4,backend\data\raw,axfhbpkdlc.mp4,4271785,video/mp4,,,1920,1080,29.969,h264,10.010344,2,True,True,1920,1080,10.010344
0a55fa74-3065-403c-bc9a-8edc14f01ef3,a7f41aeafa71682dd258d01cba300a6ead3a375a6b3b7e8822d81e1e300fa21e,test,a7f41aeafa71682dd258d01cba300a6ead3a375a6b3b7e8822d81e1e300fa21e\ayipraspbn.mp4,backend\data\raw,ayipraspbn.mp4,9108276,video/mp4,,,1920,1080,29.9687,h264,10.010444,2,True,True,1920,1080,10.010444
2245dfa5-4a39-4142-b252-44d47f219da2,b96c110933ebc01723b5ac3b68b9e5b9f95abb139058edff2931a242f7aa0b24,test,b96c110933ebc01723b5ac3b68b9e5b9f95abb139058edff2931a242f7aa0b24\bcbqxhziqz.mp4,backend\data\raw,bcbqxhziqz.mp4,6353139,video/mp4,,,1920,1080,29.8741,h264,10.00867,2,True,True,1920,1080,10.00867
1aa6c7d1-08ce-44ef-8b4d-a26e2f45f94f,da8f16ece68350614dc60fff90b958202af910bb7f0914eb99f7734c615c7d8b,test,da8f16ece68350614dc60fff90b958202af910bb7f0914eb99f7734c615c7d8b\bcvheslzrq.mp4,backend\data\raw,bcvheslzrq.mp4,4128309,video/mp4,,,1920,1080,29.97,h264,10.01001,2,True,True,1920,1080,10.01001
a302f7f5-0dce-410d-ad6f-af757bf7eba9,d50b862c4bd74f8137b6d84d004d67559774f0bca989aaffa2dcb3c4a6ebd518,test,d50b862c4bd74f8137b6d84d004d67559774f0bca989aaffa2dcb3c4a6ebd518\bdshuoldwx.mp4,backend\data\raw,bdshuoldwx.mp4,6356731,video/mp4,,,1920,1080,29.8741,h264,10.00867,2,True,True,1920,1080,10.00867
d361d79d-0811-45a2-bc6e-25c6001731c3,83b81dc3f74bb9ab2ab893b95175648ed8dd0dba353f25c2d54ebafbe1837ca4,test,83b81dc3f74bb9ab2ab893b95175648ed8dd0dba353f25c2d54ebafbe1837ca4\bfdopzvxbi.mp4,backend\data\raw,bfdopzvxbi.mp4,4511868,video/mp4,,,1920,1080,29.97,h264,10.01001,2,True,True,1920,1080,10.01001
ed95fa33-019f-4282-b0bf-2b033fd61602,ddaa5cabca932dd9580ffba2460dcc267bb7606072bc7c1814987ab977205fff,test,ddaa5cabca932dd9580ffba2460dcc267bb7606072bc7c1814987ab977205fff\bfjsthfhbd.mp4,backend\data\raw,bfjsthfhbd.mp4,14041852,video/mp4,,,1920,1080,29.969,h264,10.010344,2,True,True,1920,1080,10.010344
5ee58faf-1218-45d4-b90f-860455394143,23f8686eec45c34469409ca0da95bde76d4af4018c76578e0717c8af01f28dbe,test,23f8686eec45c34469409ca0da95bde76d4af4018c76578e0717c8af01f28dbe\bjyaxvggle.mp4,backend\data\raw,bjyaxvggle.mp4,8018808,video/mp4,,,1920,1080,29.8709,h264,10.009742,2,True,True,1920,1080,10.009742
aab13287-335c-4158-878a-b7f031f00493,4cdf968ac23a2f249e48e8a18ad2a3c0fbd245b1b27456f0f18ccdbab58399ed,test,4cdf968ac23a2f249e48e8a18ad2a3c0fbd245b1b27456f0f18ccdbab58399ed\bkcyglmfci.mp4,backend\data\raw,bkcyglmfci.mp4,4473188,video/mp4,,,1920,1080,29.97,h264,10.01001,2,True,True,1920,1080,10.01001
5dc4550d-0585-4fb8-a405-85fc030c35d2,ca409bab251846c77782ca0c008c1a1607eed560f75d8c5909f05ff52db23fd8,test,ca409bab251846c77782ca0c008c1a1607eed560f75d8c5909f05ff52db23fd8\bktkwbcawi.mp4,backend\data\raw,bktkwbcawi.mp4,9079033,video/mp4,,,1920,1080,29.9692,h264,10.010277,2,True,True,1920,1080,10.010277
75144e89-d4ed-460e-9774-e3218c94374b,84bf9896580a613141bc2aef8c8deef9dbd6ba51ec86b21304039e439fadd2fa,test,84bf9896580a613141bc2aef8c8deef9dbd6ba51ec86b21304039e439fadd2fa\bkuzquigyt.mp4,backend\data\raw,bkuzquigyt.mp4,4306665,video/mp4,,,1920,1080,29.8799,h264,10.006727,2,True,True,1920,1080,10.006727
c3f4d173-9aac-48b9-a431-316030461d5f,5012d885c5e4ab364c2d07eed18801577a7fccc96b530d2f0d7b33083d05f2a0,test,5012d885c5e4ab364c2d07eed18801577a7fccc96b530d2f0d7b33083d05f2a0\blnmxntbey.mp4,backend\data\raw,blnmxntbey.mp4,3730873,video/mp4,,,1920,1080,29.97,h264,10.01001,2,True,True,1920,1080,10.01001
c0904d76-2905-4216-b649-c0213745d934,c06812bb4d80039f47a9224a099e94805e59e95a7f7fa8752f8145e310352d33,test,c06812bb4d80039f47a9224a099e94805e59e95a7f7fa8752f8145e310352d33\blszgmxkvu.mp4,backend\data\raw,blszgmxkvu.mp4,5822254,video/mp4,,,1920,1080,29.9927,h264,10.002434,2,True,True,1920,1080,10.002434
312ebce0-ee15-4123-828a-44b49b60f105,834674e78a8c0f900a148de6c74510ba9933a9d5531b51185c060764833fbadc,test,834674e78a8c0f900a148de6c74510ba9933a9d5531b51185c060764833fbadc\bnuwxhfahw.mp4,backend\data\raw,bnuwxhfahw.mp4,5911701,video/mp4,,,1920,1080,29.8731,h264,10.009005,2,True,True,1920,1080,10.009005
9decd460-e296-444d-9942-5aa0debbd0f7,25363c89cecfb8eec016acf2d36b7c22357083a84dd0fb29e6dd7371aa9dcf4d,test,25363c89cecfb8eec016acf2d36b7c22357083a84dd0fb29e6dd7371aa9dcf4d\bofrwgeyjo.mp4,backend\data\raw,bofrwgeyjo.mp4,11674210,video/mp4,,,1920,1080,29.9687,h264,10.010444,2,True,True,1920,1080,10.010444
86ec52bf-d9ff-4860-a07e-4cd9106b47e5,fd576ec9b948e6bad7110ee6ec232cfb114aeb3587139fc23654e9d36668876b,test,fd576ec9b948e6bad7110ee6ec232cfb114aeb3587139fc23654e9d36668876b\btdxnajogv.mp4,backend\data\raw,btdxnajogv.mp4,3479070,video/mp4,,,1920,1080,29.9686,h264,10.010478,2,True,True,1920,1080,10.010478
6297d85a-23a9-4f47-b4c5-1833f82da603,13a55961bbea867a7d4a35e4fe09ec3ddecf5d42e701f8eaf24c837474f08bc3,test,13a55961bbea867a7d4a35e4fe09ec3ddecf5d42e701f8eaf24c837474f08bc3\bvpeerislp.mp4,backend\data\raw,bvpeerislp.mp4,3884873,video/mp4,,,1920,1080,29.8776,h264,10.007497,2,True,True,1920,1080,10.007497
09556559-e043-4073-8d79-2e0c0b105879,1c9c7ec6f69614198fcb8268f2e245080ec6fb3fa3386e4a4536f3b1a3be75f6,test,1c9c7ec6f69614198fcb8268f2e245080ec6fb3fa3386e4a4536f3b1a3be75f6\bwdmzwhdnw.mp4,backend\data\raw,bwdmzwhdnw.mp4,3382461,video/mp4,,,1920,1080,29.97,h264,10.01001,2,True,True,1920,1080,10.01001
cdd33ccd-130b-4574-a611-c84f401c145c,fd448315c21fc217f211f2e84802891ec9ffdfd7c2e68e7ef0792b4b6a4ec269,test,fd448315c21fc217f211f2e84802891ec9ffdfd7c2e68e7ef0792b4b6a4ec269\bzvzpwrabw.mp4,backend\data\raw,bzvzpwrabw.mp4,12867594,video/mp4,,,,,,,,,,,,,
89f30c78-76a4-42c2-b7c9-2d7d7d040020,d2577fe3393436a8aacb1b8175bc372091afc8b59e1262827cc58173ca685fc4,test,d2577fe3393436a8aacb1b8175bc372091afc8b59e1262827cc58173ca685fc4\cekarydqba.mp4,backend\data\raw,cekarydqba.mp4,3149661,video/mp4,,,,,,,,,,,,,
be558696-2402-4c19-823c-62ed45098e8b,b1406fe22ab4d44b7185e15cc4df222f62e8ca907b7bdcbf0dde6139c1c69c8c,test,b1406fe22ab4d44b7185e15cc4df222f62e8ca907b7bdcbf0dde6139c1c69c8c\cekwtyxdoo.mp4,backend\data\raw,cekwtyxdoo.mp4,5050141,video/mp4,,,,,,,,,,,,,
4c132055-ccda-4f17-954c-63dc224314a0,084e7d10014cee5e1cac823e5f8df9c841509deef159a9457251ba4c235597ae,test,084e7d10014cee5e1cac823e5f8df9c841509deef159a9457251ba4c235597ae\cjkctqqakb.mp4,backend\data\raw,cjkctqqakb.mp4,5022018,video/mp4,,,,,,,,,,,,,
afa395bb-7650-4b03-8cd4-f73c4d1cc1b9,a08f3f0a60592db813d4d45411d6cf95324a6742a95e35e2c490ca2101d95c5b,test,a08f3f0a60592db813d4d45411d6cf95324a6742a95e35e2c490ca2101d95c5b\cnpanmywno.mp4,backend\data\raw,cnpanmywno.mp4,6298539,video/mp4,,,,,,,,,,,,,
c9496a7d-adac-4d3c-8e47-60428f68832d,92a6cad58010600e83fbb4390cf08ddb15e3a73592bee443200d445cfb57d015,test,92a6cad58010600e83fbb4390cf08ddb15e3a73592bee443200d445cfb57d015\cnxccbjlct.mp4,backend\data\raw,cnxccbjlct.mp4,12705586,video/mp4,,,,,,,,,,,,,
8916c459-94da-452b-9dda-41f14d4aeb08,3c8c9db7a6bcf4ad3c157729247a20709b317b9f07ee6786ff0e19627d57cabd,test,3c8c9db7a6bcf4ad3c157729247a20709b317b9f07ee6786ff0e19627d57cabd\coqwgzpbhx.mp4,backend\data\raw,coqwgzpbhx.mp4,6660514,video/mp4,,,,,,,,,,,,,
b703afdb-fbe9-487a-9620-34c2936fab35,4910840ad5acd0a55db94e45ff251b147f33ef3b962dbe1b97f455750d8e8d73,test,4910840ad5acd0a55db94e45ff251b147f33ef3b962dbe1b97f455750d8e8d73\cosghhimnd.mp4,backend\data\raw,cosghhimnd.mp4,4450190,video/mp4,,,,,,,,,,,,,
2514d60a-069c-4d6a-a59d-bba541242c9f,686fb18d3851c46dd9ffaa4ba18059555a87b9a1770adf7df0013b2b3cad584a,test,686fb18d3851c46dd9ffaa4ba18059555a87b9a1770adf7df0013b2b3cad584a\coujjnypba.mp4,backend\data\raw,coujjnypba.mp4,12523094,video/mp4,,,,,,,,,,,,,
55d0eeaa-3780-4f8f-8178-e7adef4b2070,e62374448df1e8ce1c3ce698ac9d4387b4cd79faaa543529319a9c51cfd86218,test,e62374448df1e8ce1c3ce698ac9d4387b4cd79faaa543529319a9c51cfd86218\cqhwesrciw.mp4,backend\data\raw,cqhwesrciw.mp4,7143967,video/mp4,,,,,,,,,,,,,
1f8a8e87-44e8-4a5f-b0e3-ef492333aef1,b749a9ae5f25a0a107bc1b3f34aded14e378361fce46c121e0e8c9b7332adedc,test,b749a9ae5f25a0a107bc1b3f34aded14e378361fce46c121e0e8c9b7332adedc\cqxxumarvp.mp4,backend\data\raw,cqxxumarvp.mp4,3338758,video/mp4,,,,,,,,,,,,,
ba3b94cd-ee08-4ac6-bc8f-3beeb09b9246,09d60181aa685789ccbbfb4219281270d4522ad17c672163c0e141e1a2f7d4a2,test,09d60181aa685789ccbbfb4219281270d4522ad17c672163c0e141e1a2f7d4a2\csnkohqxdv.mp4,backend\data\raw,csnkohqxdv.mp4,3562920,video/mp4,,,,,,,,,,,,,
4703fb68-dc26-4580-b161-c01a34fefd69,0ac9c6d24ae49677f044c6a6e4fd59a3653b1732fc140ae27aba12b087488787,test,0ac9c6d24ae49677f044c6a6e4fd59a3653b1732fc140ae27aba12b087488787\cxsvvnxpyz.mp4,backend\data\raw,cxsvvnxpyz.mp4,6865359,video/mp4,,,,,,,,,,,,,
93ee277b-ce10-4cbd-a44a-06d871967910,2e9850d73b5e5de56240c5702e4bfc3313787b213021891dbf5a54f2ae57bd02,test,2e9850d73b5e5de56240c5702e4bfc3313787b213021891dbf5a54f2ae57bd02\czfqlbcfpa.mp4,backend\data\raw,czfqlbcfpa.mp4,3567412,video/mp4,,,,,,,,,,,,,
33897418-0ee8-49bf-80d7-051971953bca,3895b20cd023d5560c3e13500bad5d499bb4b5cc5338453cdeda86d9047d54c6,test,3895b20cd023d5560c3e13500bad5d499bb4b5cc5338453cdeda86d9047d54c6\dcqodpzomd.mp4,backend\data\raw,dcqodpzomd.mp4,4129706,video/mp4,,,,,,,,,,,,,
90f5725d-347b-415c-9f06-161850fc6972,ae380f9973d1e594306dfa2fa1ade4df2adc4ad35f561d12b0d70d78681992df,test,ae380f9973d1e594306dfa2fa1ade4df2adc4ad35f561d12b0d70d78681992df\ddtbarpcgo.mp4,backend\data\raw,ddtbarpcgo.mp4,12391939,video/mp4,,,,,,,,,,,,,
fde8a650-d231-484c-9e24-57cae62a9539,40f660a40c1fe378cb19f5fbfe1783650dd724bb2888c59b66f9940b0941e7b1,test,40f660a40c1fe378cb19f5fbfe1783650dd724bb2888c59b66f9940b0941e7b1\demuhxssgl.mp4,backend\data\raw,demuhxssgl.mp4,16214411,video/mp4,,,,,,,,,,,,,
6cf8fbb8-f61d-4fa0-a8e2-385fbbe757c6,3a75217a980c466359878fba46437cc733c9a25c102ff2f4d89b62ecc62fa3cd,test,3a75217a980c466359878fba46437cc733c9a25c102ff2f4d89b62ecc62fa3cd\didzujjhtg.mp4,backend\data\raw,didzujjhtg.mp4,7540112,video/mp4,,,,,,,,,,,,,
dcd64354-3a06-4c08-a1fd-f868bf7a7056,9e4c9b41dad3dab51ed834cf8a4732df667ebc56d176a49b120a84f27d04e448,test,9e4c9b41dad3dab51ed834cf8a4732df667ebc56d176a49b120a84f27d04e448\dkuqbduxev.mp4,backend\data\raw,dkuqbduxev.mp4,6337569,video/mp4,,,,,,,,,,,,,
c83c7eb0-8cb1-47ca-beea-bc29e06738a4,09d593ebd157f181280f177c7c97ddcd7a99b06adb44ec31decc4ffceac7dd62,test,09d593ebd157f181280f177c7c97ddcd7a99b06adb44ec31decc4ffceac7dd62\dmmvuaikkv.mp4,backend\data\raw,dmmvuaikkv.mp4,3498650,video/mp4,,,,,,,,,,,,,
49031abc-0e23-459e-aa62-982c01104a74,a670beb562c91ffca82e713d81985a0926c7cab2606686d2d5b1c5bee1df163a,test,a670beb562c91ffca82e713d81985a0926c7cab2606686d2d5b1c5bee1df163a\dnmowthjcj.mp4,backend\data\raw,dnmowthjcj.mp4,4000141,video/mp4,,,,,,,,,,,,,
762732c0-a9f9-4a3b-8c3d-4306ac799b3f,b10239b1abbdaa4262712d42b5fae725c520fc5810560ccc8b73c952f9b75c11,test,b10239b1abbdaa4262712d42b5fae725c520fc5810560ccc8b73c952f9b75c11\doniqevxeg.mp4,backend\data\raw,doniqevxeg.mp4,4337997,video/mp4,,,,,,,,,,,,,
4fc7f0e9-06db-410d-9082-9516f0f3c9e8,7cbb20e3401aa14652d4028df6171af8132a3815296a0680a09a7658ddbbfab2,test,7cbb20e3401aa14652d4028df6171af8132a3815296a0680a09a7658ddbbfab2\dozjwhnedd.mp4,backend\data\raw,dozjwhnedd.mp4,3512035,video/mp4,,,,,,,,,,,,,
7a93caf6-39d0-42fe-93cb-d7f084854f11,3c60fc447369345bb7504ffcf4f4dfdf79f78c7085b9d3f0651cc6c05268e142,test,3c60fc447369345bb7504ffcf4f4dfdf79f78c7085b9d3f0651cc6c05268e142\dpevefkefv.mp4,backend\data\raw,dpevefkefv.mp4,4131391,video/mp4,,,,,,,,,,,,,
f20bb3f0-dff0-4ddc-961d-ec095f259f4c,cf960d72614b3501fe2d3eaa3c214e4beaf7a4c5e5ff0f0b257f0e9876e2acdb,test,cf960d72614b3501fe2d3eaa3c214e4beaf7a4c5e5ff0f0b257f0e9876e2acdb\dpmgoiwhuf.mp4,backend\data\raw,dpmgoiwhuf.mp4,3080390,video/mp4,,,,,,,,,,,,,
641bc17c-3165-415c-ac59-80b5cdfb3bb1,0a8375b478a9b0a4ca2b2daf7b8faef5cff28f9216f68c5f9db990a91d32699f,test,0a8375b478a9b0a4ca2b2daf7b8faef5cff28f9216f68c5f9db990a91d32699f\dsnxgrfdmd.mp4,backend\data\raw,dsnxgrfdmd.mp4,3404398,video/mp4,,,,,,,,,,,,,
4088ec87-780f-48f3-84c2-f46737fc3496,0acfed5d032525cdf859b6bd38642a10665c94a3892a5dfb4e93599c5dd142e8,test,0acfed5d032525cdf859b6bd38642a10665c94a3892a5dfb4e93599c5dd142e8\dtozwcapoa.mp4,backend\data\raw,dtozwcapoa.mp4,4297730,video/mp4,,,,,,,,,,,,,
49ea3292-4608-44e5-bc20-31dbe57c0d00,d3ba47061682d2dc2e2e64df8f7672f3c95aaa5477e02dcf503f2be18aa029e0,test,d3ba47061682d2dc2e2e64df8f7672f3c95aaa5477e02dcf503f2be18aa029e0\dvkdfhrpph.mp4,backend\data\raw,dvkdfhrpph.mp4,3231160,video/mp4,,,,,,,,,,,,,
b1582b85-4fa8-48b9-ade9-24cc96f68663,e0ce8703c92adc6cdf22538cd2417f1be8a150b79c6e263d1537671a16f6d95b,test,e0ce8703c92adc6cdf22538cd2417f1be8a150b79c6e263d1537671a16f6d95b\dvtpwatuja.mp4,backend\data\raw,dvtpwatuja.mp4,6965515,video/mp4,,,,,,,,,,,,,
0188929d-3fb2-450a-8256-4ebae1a7d2a9,fe67f63b8f4f4d1fc00fe2d72c68bea631656388b835aee266d578676c767673,test,fe67f63b8f4f4d1fc00fe2d72c68bea631656388b835aee266d578676c767673\dvwpvqdflx.mp4,backend\data\raw,dvwpvqdflx.mp4,4986062,video/mp4,,,,,,,,,,,,,
1e26ba58-5166-4840-97c7-146ca1b8a3d3,65670d72ae1ba29a315af2bd16166b458f144ff10ef65d0179f7abe0e925d4ec,test,65670d72ae1ba29a315af2bd16166b458f144ff10ef65d0179f7abe0e925d4ec\dxfdovivlw.mp4,backend\data\raw,dxfdovivlw.mp4,12570469,video/mp4,,,,,,,,,,,,,
2073e80c-c28b-409a-9f29-477535f6fa76,2a714028960b9940a344896c9f82fd8df545b61178fc72b52029532af6ad9a41,test,2a714028960b9940a344896c9f82fd8df545b61178fc72b52029532af6ad9a41\dxgnpnowgk.mp4,backend\data\raw,dxgnpnowgk.mp4,3995832,video/mp4,,,,,,,,,,,,,
51dc1252-90fb-438a-bc1b-713833206287,db58f17f4792636eebb73e048fb84e7a63d86c0d8a64e68a796e771041349551,test,db58f17f4792636eebb73e048fb84e7a63d86c0d8a64e68a796e771041349551\dyjklprkoc.mp4,backend\data\raw,dyjklprkoc.mp4,16048155,video/mp4,,,,,,,,,,,,,
06e1636a-e588-43b8-90ef-0f611d1515ce,68b0cc6d9eab938f8f551630cc15208129a37c20db189090eea77b5edfde825c,test,68b0cc6d9eab938f8f551630cc15208129a37c20db189090eea77b5edfde825c\dzkyxbbqkr.mp4,backend\data\raw,dzkyxbbqkr.mp4,9086041,video/mp4,,,,,,,,,,,,,
83944209-d632-447d-aee9-b10d9799ed54,4a53a91dfd8eb4b37d35656fbeb20106bad7234fad5e2eae5f5c3a7651d85fa0,test,4a53a91dfd8eb4b37d35656fbeb20106bad7234fad5e2eae5f5c3a7651d85fa0\dzojiwfvba.mp4,backend\data\raw,dzojiwfvba.mp4,3777830,video/mp4,,,,,,,,,,,,,
055956aa-1c7c-47e5-aef4-8c2c16fcf8e0,839d39dd414f6149a2253ee7fe36a51dc6598e6b6ca90744a10bdc89f9ee9ad8,test,839d39dd414f6149a2253ee7fe36a51dc6598e6b6ca90744a10bdc89f9ee9ad8\ecumyiowzs.mp4,backend\data\raw,ecumyiowzs.mp4,7016939,video/mp4,,,,,,,,,,,,,
313623f4-d0cd-44cd-b8fa-a4d74f529145,76061ee5ba085fa8a993dc570141c799921fa1d650bad52deef00c0e7c0cae73,test,76061ee5ba085fa8a993dc570141c799921fa1d650bad52deef00c0e7c0cae73\eisofhptvk.mp4,backend\data\raw,eisofhptvk.mp4,15900915,video/mp4,,,,,,,,,,,,,
3a7e49b2-488f-4dd7-9756-fa79e08c46f8,8530d43d4c66c1fa92b0ef3a6a7e476b44d0f1bec95264005ccb14535c3569ae,test,8530d43d4c66c1fa92b0ef3a6a7e476b44d0f1bec95264005ccb14535c3569ae\ekboxwrwuv.mp4,backend\data\raw,ekboxwrwuv.mp4,3684538,video/mp4,,,,,,,,,,,,,
78faabec-e99a-46af-9dc6-68215da2c2c1,ba2be578f9786d5f1bcdaf2bec9f74fe7e55135a3e9a4a0cca9cf184396142fa,test,ba2be578f9786d5f1bcdaf2bec9f74fe7e55135a3e9a4a0cca9cf184396142fa\ekelfsnqof.mp4,backend\data\raw,ekelfsnqof.mp4,5229313,video/mp4,,,,,,,,,,,,,
faf16d8e-84ec-42ac-bbd1-42e69a085922,dba32e4e93024b27f04136949835c16674bfbe16761218507e88c0eb1dea35ea,test,dba32e4e93024b27f04136949835c16674bfbe16761218507e88c0eb1dea35ea\ekvwecwltj.mp4,backend\data\raw,ekvwecwltj.mp4,3390978,video/mp4,,,,,,,,,,,,,
3c00758e-032c-4d1c-b75b-954037dc3568,dacb0d367cece8437a89f883653c10aa17587e2c90b2d67dd3c1ffd1d8ed4cac,test,dacb0d367cece8437a89f883653c10aa17587e2c90b2d67dd3c1ffd1d8ed4cac\elackxuccp.mp4,backend\data\raw,elackxuccp.mp4,3035294,video/mp4,,,,,,,,,,,,,
a02dc414-4b0c-48ce-95d9-bf49e601b9c4,14b17714bfacb60a1336a9bdd90b03d649c53085e391bb98615f5d098a98653c,test,14b17714bfacb60a1336a9bdd90b03d649c53085e391bb98615f5d098a98653c\eppyqpgewp.mp4,backend\data\raw,eppyqpgewp.mp4,8568209,video/mp4,,,,,,,,,,,,,
d4c19f2d-e4db-4781-a5b2-c2f9e433819d,6913b8e09dc4c6948d92761168c1b9f66028f23c324f457242cc1f7ef14dc3eb,test,6913b8e09dc4c6948d92761168c1b9f66028f23c324f457242cc1f7ef14dc3eb\eqslzbqfea.mp4,backend\data\raw,eqslzbqfea.mp4,5833367,video/mp4,,,,,,,,,,,,,
41ac1806-4290-486d-b31a-f539e767d200,0cb47695fe391a37b756346e7636c3a93fd573d187b5799db2552264a83db11e,test,0cb47695fe391a37b756346e7636c3a93fd573d187b5799db2552264a83db11e\eryjktdexi.mp4,backend\data\raw,eryjktdexi.mp4,6813634,video/mp4,,,,,,,,,,,,,
13dff2b0-7732-4b16-a5ed-df4e2bc9cb58,a2442b8d165595a58c7754078914336a052f3a11a9564cc2dd28d71c35739f8e,test,a2442b8d165595a58c7754078914336a052f3a11a9564cc2dd28d71c35739f8e\esjdyghhog.mp4,backend\data\raw,esjdyghhog.mp4,10901649,video/mp4,,,,,,,,,,,,,
3595f11d-84c4-4737-aded-d587f596d5c2,25bd8862110c195ecee4a0759ab144cfaf254d3075f3f2ea1e40f5539b6832d3,test,25bd8862110c195ecee4a0759ab144cfaf254d3075f3f2ea1e40f5539b6832d3\esmqxszybs.mp4,backend\data\raw,esmqxszybs.mp4,3704883,video/mp4,,,,,,,,,,,,,
